stretch,Genotype
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
1,drm1-drm2_TAS3A
